AOP	AOP name	Event	Level of Organisation	Event Action	Action
Aop:106	Chemical binding to tubulin in oocytes leading to aneuploid offspring	Event:720	Molecular	Depolymerization	increased process quality
Aop:106	Chemical binding to tubulin in oocytes leading to aneuploid offspring	Event:721	Cellular	Disorganization	decreased process quality
Aop:107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:715	Molecular	Activation	increased process quality
Aop:107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:716	Cellular	Increase	increased process quality
Aop:107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:774	Cellular	Increase	increased process quality
Aop:107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat	Event:1214	Cellular	"Altered gene expression specific to CAR activation, Hepatocytes"	
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:209	Cellular	Increase	increased object quality
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:768	Cellular	Increase	increased process quality
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:769	Cellular	Increase	increased process quality
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:726	Molecular	Increased	increased process quality
Aop:108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:724	Cellular	Inhibition	decreased process quality
Aop:109	Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse)	Event:733	Cellular	Increase	increased process quality
Aop:109	Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse)	Event:734	Cellular	Increase	increased process quality
Aop:109	Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse)	Event:735	Cellular	Increase	increased process quality
Aop:109	Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse)	Event:736	Tissue	Increase	increased object quality
Aop:109	Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse)	Event:736	Tissue	Increase	increased object quality
Aop:109	Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse)	Event:770	Cellular	Increase	increased process quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:771	Tissue	Decrease	decreased object quality 
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:771	Tissue	Decrease	decreased concentration
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:737	Cellular	Decreased	decreased process quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:739	Cellular	Increase	increased object quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:739	Cellular	Increase	increased object quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:740	Cellular	Increase	increased process quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:741	Tissue	Increase	increased object quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:741	Tissue	Increase	increased object quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:753	Tissue	Increase	increased object quality
Aop:110	Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:753	Tissue	Increase	increased concentration
Aop:111	Decrease in androgen receptor activity leading to Leydig cell tumors (in rat)	Event:742	Molecular	Decreased	decreased process quality
Aop:111	Decrease in androgen receptor activity leading to Leydig cell tumors (in rat)	Event:743	Molecular	Decreased	decreased process quality
Aop:111	Decrease in androgen receptor activity leading to Leydig cell tumors (in rat)	Event:744	Cellular	Increase	increased process quality
Aop:111	Decrease in androgen receptor activity leading to Leydig cell tumors (in rat)	Event:745	Cellular	Increase	increased object quality
Aop:111	Decrease in androgen receptor activity leading to Leydig cell tumors (in rat)	Event:754	Tissue	Increased	increased object quality
Aop:111	Decrease in androgen receptor activity leading to Leydig cell tumors (in rat)	Event:754	Tissue	Increased	increased concentration
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:747	Tissue	Decreased	decreased object quality 
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:747	Tissue	Decreased	decreased concentration
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:749	Tissue	Decreased	decreased object quality 
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:749	Tissue	Decreased	decreased concentration
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:746	Cellular	Increase	increased process quality
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:746	Cellular	Increase	increased process quality
	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:746	Cellular	Increase	increased process quality
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:772	Cellular	Increase	increased process quality
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:773	Tissue	Increase	increased object quality
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:773	Tissue	Increase	increased object quality
Aop:112	Increased dopaminergic activity leading to endometrial adenocarcinomas (in Wistar rat)	Event:748	Molecular	Increased	increased process quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:760	Molecular	Activation	increased process quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:765	Population	Decreased	decreased quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:351	Population	Increased	increased process quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:761	Cellular	Increased	increased process quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:764	Organ	N/A	increased object quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:764	Organ	N/A	increased object quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:764	Organ	N/A	increased object quality
Aop:113	Glutamate-gated chloride channel activation leading to acute mortality	Event:763	Cellular	hyperpolarisation	increased process quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:776	Cellular	Increase	increased process quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:777	Cellular	Increase	increased object  quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:778	Cellular	Increase	increased process quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:779	Cellular	Increase	increased object quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:779	Cellular	Increase	increased object quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:775	Tissue	Increased	decreased object quality 
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:775	Tissue	Increased	increased process quality
Aop:114	HPPD inhibition leading to corneal papillomas and carcinomas (in rat)	Event:766	Molecular	Inhibition	decreased process quality
Aop:115	Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat)	Event:149	Cellular	Increase	increased process quality
Aop:115	Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat)	Event:779	Cellular	Increase	increased object quality
Aop:115	Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat)	Event:779	Cellular	Increase	increased object quality
Aop:115	Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat)	Event:780	Cellular	Increase	increased process quality
Aop:115	Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat)	Event:781	Cellular	Increase	
Aop:115	Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat)	Event:782	Cellular	Increase	
Aop:116	Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat)	Event:710	Cellular	Increase	increased process quality
Aop:116	Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat)	Event:713	Tissue	Increase	increased object quality
Aop:116	Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat)	Event:713	Tissue	Increase	increased object quality
Aop:116	Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat)	Event:783	Cellular	Increase	increased process quality
Aop:116	Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat)	Event:784	Cellular	Increase	increased process quality
Aop:117	Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:785	Molecular	Activation	increased process quality
Aop:117	Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:716	Cellular	Increase	increased process quality
Aop:117	Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:117	Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:117	Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:774	Cellular	Increase	increased process quality
Aop:118	Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:118	Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:719	Tissue	Increase	increased object quality
Aop:118	Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:774	Cellular	Increase	increased process quality
Aop:118	Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:786	Cellular	Increase	increased process quality
Aop:118	Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat)	Event:787	Cellular	Increase	increased process quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:771	Tissue	Decrease	decreased object quality 
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:771	Tissue	Decrease	decreased concentration
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:788	Cellular	Decrease	decreased process quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:739	Cellular	Increase	increased object quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:739	Cellular	Increase	increased object quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:740	Cellular	Increase	increased process quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:741	Tissue	Increase	increased object quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:741	Tissue	Increase	increased object quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:753	Tissue	Increase	increased object quality
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:753	Tissue	Increase	increased concentration
Aop:119	Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse)	Event:279	Molecular	Inhibition	decreased process quality
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:792	Tissue	Decrease	decreased object quality 
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:792	Tissue	Decrease	decreased concentration
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:744	Cellular	Increase	increased process quality
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:745	Cellular	Increase	increased object quality
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:791	Tissue	Increased	decreased object quality 
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:791	Tissue	Increased	increased concentration
Aop:120	Inhibition of 5alpha-reductase leading to Leydig cell tumors (in rat)	Event:790	Cellular	Inhibition	decreased process quality
Aop:121	Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat)	Event:793	Organ	Increase	increased object quality
Aop:121	Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat)	Event:794	Cellular	Increase	increased process quality
Aop:121	Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat)	Event:795	Cellular	Increase	increased object quality
Aop:121	Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat)	Event:796	Cellular	Increase	increased process quality
Aop:121	Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat)	Event:797	Tissue	Increase	increased object quality
Aop:121	Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat)	Event:797	Tissue	Increase	increased object quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:360	Individual	Decrease	decreased rate
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:800	Cellular	Decreased	decreased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:799	Cellular	Increased	increased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:798	Cellular	Inhibition	decreased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:3	Cellular	Reduction	decreased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:78	Individual	Reduction	decreased amount
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:219	Organ	Reduction	decreased object quality 
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:219	Organ	Reduction	decreased concentration
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:221	Organ	Reduction	decreased concentration
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:221	Organ	Reduction	decreased concentration
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:285	Tissue	Reduction	increased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:309	Cellular	Reduction	decreased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:309	Cellular	Reduction	decreased process quality
Aop:122	Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation	Event:309	Cellular	Reduction	decreased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:360	Population	Decrease	decreased rate
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:800	Cellular	Decreased	decreased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:799	Cellular	Increased	increased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:802	Cellular	Increased	increased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:3	Cellular	Reduction	decreased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:78	Individual	Reduction	decreased amount
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:219	Organ	Reduction	decreased object quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:219	Organ	Reduction	decreased concentration
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:221	Organ	Reduction	decreased concentration
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:221	Organ	Reduction	decreased concentration
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:285	Tissue	Reduction	Increased
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:309	Cellular	Reduction	decreased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:309	Cellular	Reduction	decreased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:309	Cellular	Reduction	decreased process quality
Aop:123	Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription	Event:801	Molecular	modulation	deviation(from_normal)
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:330	Individual	Decreased	decreased object quality
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:805	Cellular	Decreased	decreased object quality
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:807	Cellular	Decreased	decreased object quality
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:808	Individual	Decreased	decreased object quality
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:808	Individual	Decreased	decreased concentration
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:804	Cellular	Inhibition	decreased process quality
Aop:124	HMG-CoA reductase inhibition leading to decreased fertility	Event:809	Individual	malformed	deviation(from_normal)
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:535	Cellular	Abnormal	deviation(from_normal)
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:534	Cellular	Altered	deviation(from_normal)
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:536	Cellular	Altered	increased object quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:527	Individual	Decreased	decreased object quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:529	Molecular	Decreased	decreased process quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:530	Cellular	Decreased	decreased process quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:531	Cellular	Decreased	decreased concentration
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:533	Cellular	Decreased	decreased process quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:848	Cellular	Decreased	decreased process quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:849	Molecular	Inhibition	decreased process quality
Aop:126	Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation	Event:532	Individual	Delayed	delayed
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:277	Molecular	Decreased	decreased process quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:426	Tissue	Decreased	decreased object quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:426	Tissue	Decreased	decreased concentration
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:819	Tissue	Decreased	decreased process quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:820	Tissue	Decreased	decreased process quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:821	Organ	Decreased	decreased process quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:825	Organ	Decreased	decreased process quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:813	Organ	Increased	increased object quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:813	Organ	Increased	increased object quality
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:814	Organ	Occurrence	occurrence
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:818	Organ	Occurrence	occurrence
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:823	Organ	Occurrence	occurrence
Aop:128	Kidney dysfunction by decreased thyroid hormone	Event:824	Organ	Occurrence	occurrence
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:829	Cellular	Damage	damage
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:839	Cellular	Formation	increased process quality
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:840	Tissue	Formation	increased object quality
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:838	Tissue	Induction	increased object quality
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:828	Molecular	Inhibition	decreased process quality
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:833	Cellular	Occurrence	occurrence
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:835	Cellular	Occurrence	occurrence
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:836	Cellular	Occurrence	occurrence
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:837	Cellular	Occurrence	occurrence
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:831	Cellular	Disturbance	damage
Aop:130	Phospholipase A inhibitors lead to hepatotoxicity	Event:832	Cellular	Injury	damage
Aop:131	AhR activation leading to uroporphyria	Event:846	Organ	Accumulation	Accumulation
Aop:131	AhR activation leading to uroporphyria	Event:846	Organ	Accumulation	Accumulation
Aop:131	AhR activation leading to uroporphyria	Event:18	Molecular	Activation	increased process quality
Aop:131	AhR activation leading to uroporphyria	Event:850	Molecular	Induction	increased process quality
Aop:131	AhR activation leading to uroporphyria	Event:850	Molecular	Induction	increased process quality
Aop:131	AhR activation leading to uroporphyria	Event:845	Molecular	Inhibition	decreased process quality
Aop:131	AhR activation leading to uroporphyria	Event:369	Individual	N/A	increased object quality
Aop:131	AhR activation leading to uroporphyria	Event:844	Cellular	Oxidation	increased process quality
Aop:131	AhR activation leading to uroporphyria	Event:844	Cellular	Oxidation	increased process quality
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:756	Tissue	Altered	deviation(from_normal)
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:757	Organ	Altered	malformed
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:277	Molecular	Decreased	decreased process quality
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:280	Organ	Decreased	decreased concentration
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:281	Tissue	Decreased	decreased concentration
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:402	Individual	Decreased	decreased process quality
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:402	Individual	Decreased	decreased process quality
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:425	Cellular	Decreased	decreased process quality
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:758	Tissue	Decreased	abnormal
Aop:134	Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:424	Molecular	Inhibition	decreased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:867	Cellular	Decrease	decreased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:768	Cellular	Increase	increased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:868	Tissue	Increase	increased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:868	Tissue	Increase	increased object quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:869	Tissue	Increase	increased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:869	Tissue	Increase	increased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:870	Cellular	Increase	increased process quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:872	Organ	Increase	increased object quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:872	Organ	Increase	increased object quality
Aop:136	Intracellular Acidification Induced Olfactory Epithelial Injury Leading to Site of Contact Nasal Tumors	Event:876	Molecular	Increase	increased process quality
Aop:138	p-amino hippuric acid channel (PAH) inhibition leading to renal failure and mortality	Event:877	Molecular	Inhibition	decreased process quality
Aop:138	p-amino hippuric acid channel (PAH) inhibition leading to renal failure and mortality	Event:877	Molecular	Inhibition	decreased process quality
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:1096	Tissue	"Increased, blood uric acid concentration"	
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:1097	Tissue	"Occurrence, renal proximal tubular necrosis"	
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:1098	Tissue	"Increased, blood potassium concentration"	
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:351	Population	"Increased, Mortality"	increased
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:361	Population	"Decline, Population"	decreased rate
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:1102	Tissue	"Occurrence, tophi (urate) deposition"	
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:1106	Organ	"Occurrence, cardiac arrhythmia"	
Aop:138	Organic anion transporter (OAT1) inhibition leading to renal failure and mortality	Event:1088	Cellular	"Increased, Oxidative Stress"	
Aop:139	Alkylation of DNA leading to cancer	Event:185	Molecular	Increase	increased process quality
Aop:139	Alkylation of DNA leading to cancer	Event:885	Tissue	Increase	increased object quality
Aop:139	Alkylation of DNA leading to cancer	Event:155	Cellular	N/A	insufficient
Aop:141	Alkylation of DNA leading to cancer	Event:97	Molecular	Alkylation	increased process quality
Aop:141	Alkylation of DNA leading to cancer	Event:185	Molecular	Increase	increased process quality
Aop:141	Alkylation of DNA leading to cancer	Event:885	Tissue	Increase	increased object quality
Aop:141	Alkylation of DNA leading to cancer	Event:155	Cellular	N/A	insufficient
Aop:144	Lysosomal damage leading to liver inflammation	Event:898	Cellular	Disruption	occurrence
Aop:144	Lysosomal damage leading to liver inflammation	Event:209	Cellular	Increase	increased object quality
Aop:144	Lysosomal damage leading to liver inflammation	Event:902	Organ	Inflammation	increased object quality
Aop:144	Lysosomal damage leading to liver inflammation	Event:55	Cellular	N/A	increased process quality
